tag,asr_text
确认是否投保人本人,四五八八稍等。为保障客户信息安全需要与您做信息核对您是投保人本人吗？您的名字是。您的身份证号是。
确认是否投保人本人,我的是否您的信息安全需要坐下核对请问您是投保人本人吗？
确认是否投保人本人,稍等。嗯好的先生请问您是投保人本人吗？
确认是否投保人本人,您稍等。请问您是投保人本人吗？
确认是否投保人本人,好的那请您提供一下报案人的信息。您就是王传超先生本人是吗？
确认是否投保人本人,嗯，您是投保人本人吗？
确认是否投保人本人,请问您是投保人吗？
确认是否投保人本人,零幺二六四零二二是吗对对对那请问一下您就是出险人本人是吗？对请问您叫什么名字女生？没挺好的您刚说现在在医院做一个治疗是因为什么原因在医院做的一个住院治疗呢？
确认是否投保人本人,五幺九四，好的请问一下您是投保人本人吗先生嗯？您叫什么名字呢王超好的信息核实成功请稍等？这边看到您这个八月八号和您刚才来电我这边看到之前工作人员帮您反馈这个工单了。
确认是否投保人本人,好的请您是投保人本人吗？
确认是否投保人本人,您好先生请问您是投保人本人吗？
确认是否投保人本人,啊我查下保单您是投保人本人吗！
确认是否投保人本人,请问您是投保人本人吗？对，叫什么名字？
确认是否投保人本人,嗯请问您是投保人本人吗？
确认是否投保人本人,为了保证信息安全请协助身份验证请问您是投保人本人吗？
确认是否投保人本人,您是投保人本人吗？
确认是否投保人本人,好的。嗯稍等嗯。嗯行那您来做一下身份验证先生请问您就是投保人本人是吧！四四四嗯那请问一下您叫什么名字？
确认是否投保人本人,投保人本人吗？
确认是否投保人本人,这个吧！嗯那投保人是您本人吗？嗯就是保的嗯您的身份证号提供一下我查看一下。
确认是否投保人本人,嗯嗯就是。嗯嗯就是您是叫周才觉得是您本人出险了是吗？
确认是否投保人本人,是投保人本人吗？对。哦！
确认是否投保人本人,您好女士那请问您是投保人本人吗？对。
确认是否投保人本人,医保错等待期是三十天的您是投保人本人吗女士？
确认是否投保人本人,女士请问您是从本人是吗？
确认是否投保人本人,您好先生为了维护您的信息安全请您协助完成身份验证请问您是投保人本人吗？是嗯请问您。
确认是否投保人本人,好的请问您是的，好的请问您是投保人本人吗？
确认是否投保人本人,请问您是投保人吗？
确认是否投保人本人,请问您是保单的投保人本人。
确认是否投保人本人,请问您是投保人吗？对，嗯请问叫什么名字邮件？就是您带的交费卡里现在足够的保费是吧！对对对。那你等它自动划款就可以了。
确认是否投保人本人,请问您是投保人吗？是的，请问您的姓名女士。
确认是否投保人本人,四二零幺二幺。一九八三嗯。幺幺幺六嗯，二七二七。请问您是投保人吗？嗯我姓杨呃您叫什么名字锕？行原嗯那想敢身份证，您是想给这个农业银行的卡是吧您有三个人看的话这边可以帮您申请变更？
确认是否投保人本人,好的女士请问您是投保人本人吗？
确认是否投保人本人,您好为了确保您的信息安全这边与您核实一下信息请问您是投保人本人吗是？请问您的姓名是。
确认是否投保人本人,嗯请问您是投保人吗？
确认是否投保人本人,嗯您是投保人是吗？那您说一下您的身份证号码。
确认是否投保人本人,您是投保人嘛。
确认是否投保人本人,嗯那您是投保人吗？呃被保险人的姓名叫什么呀！
确认是否投保人本人,好的为了维护您信息安全请您协助为您身份验证您是投保人本人吗女士？
确认是否投保人本人,六六五七八六。四九懂八八。对吧！幺四零零七八七六。四九零八八是吗啊对对哦稍等一下？嗯查询到了请问您是投保人本人是吗？我是彻底下。嗯您叫什么名字锕？我就处理过啊哦是您跟您爱人购买的是吗？
确认是否投保人本人,嗯请问他是保单号，保单号没有是吗？那您现在来电是他用本人幺三六原电话来电呢？
确认是否投保人本人,嗯感谢您配合请问您是投保人本人吗？
确认是否投保人本人,请稍等。请问您是投保人本人吗对好的好的女士您稍等？您是办理退保的社医保通这个保单嘛对。这边的话我们县公司帮您反馈了先生工作人员告知说跟您联系了跟您联系过吗？
确认是否投保人本人,嗯稍等。您好女士请问您是投保人本人吗？对叫什么名字厘米？好的女士看到您之前有来电反馈说要算一下这个万能账户的对我想看看什么对吧！
确认是否投保人本人,嗯请问您是投保人本人吗？
确认是否投保人本人,呃您您先稍等我这边查询到保单了那个请问您是投保人本人吗？
确认是否投保人本人,媛凤。呃您不是本人对吧！
确认是否投保人本人,您是我们您是投保人本人吗？对请提供您的身份证我给您查一下。
确认是否投保人本人,您是投保人。
确认是否投保人本人,零三六二好的查看到跟您核对一下您是投保人本人对。
确认是否投保人本人,检查身体您是投保人本人吗？我是。那您先说一下您保单号或者您身份证号我先查一下您名下有什么保单？
确认是否投保人本人,为了保障您的信息安全跟您核对一下信息请问是投保人本人吗？
确认是否投保人本人,我说什么来的您好先生请问您是投保人本人吗？对陈协助身份验证请问您叫什么名字？我在王骁。然后黄先生您好感谢您的配合核对成功是要变更您的身份证有效期是吗？啊！这边看到您有效期登记的是到二零二六年三月九号，就是确实准确的吗？二零二六零三月九号费阿。嗯应该是不用变吧这边的话登记就是二零二六年三月九号。
确认是否投保人本人,您是投保人吗？
确认是否投保人本人,请问您是投保人本人吗？
确认是否投保人本人,今年扣了没有，好先生请问您是投保人是吗？
确认是否投保人本人,投保人吗投保人在吗？啊投保人是吧嗯那请问您是要咨询嗯大致跟我说一下这个情况我大致给您讲一下吧！
确认是否投保人本人,那您这边反馈的问题是您本人的吗请不要挂机？您给我讲的用户正在通话中所以抽奖指的是可爱的一家有别的呢？您好。请不要挂机，您拨叫的用户正在通话中所以抽奖的是隔的一家由您自己呢？哦！
确认是否投保人本人,嗯，为了维护信息安全请协助一下身份验证请问您是投保人本人吗您叫什么名字啊！
确认是否投保人本人,请问您是投保人本人吗？不是那投保。
确认是否投保人本人,请问您是投保人本人吗？
确认是否投保人本人,好帮您看一下您是投保人本人吗？您报一下身份证号。
确认是否投保人本人,您是投保人是吗？
确认是否投保人本人,投保人是年对吗？就买保险的这个人出钱的这个人是您吗对对对对您提供一下您的身份证号码？
确认是否投保人本人,您稍等您是投保人本人吗？
确认是否投保人本人,那您跟他买的是就单独是投保人是您自己是吧！
确认是否投保人本人,您是投保人本人吗？嗯请说一下身份证号码或者是保单号码这边跟您看一下。
确认是否投保人本人,简单先跟您做一下身份验证女士请问您是投保人本人吗？
确认是否投保人本人,简单先跟您做一下身份验证女士请问您是投保人本人吗？
确认是否投保人本人,二四七零好请您稍等。嗯嗯嗯啊请问您是投保人本人吗？
确认是否投保人本人,嗯在您投保人本人接下电话。
确认是否投保人本人,您好您是投保人本人吗？
确认是否投保人本人,那这个的话可以需要提供保单号才能查询投保人是您对吗？
确认是否投保人本人,请问您是投保人本人吗？
确认是否投保人本人,您通本人是吗？
确认是否投保人本人,嗯好请问您是投保人本人是吗？
确认是否投保人本人,好那请问一下您是投保人本人吗请问一下您叫什么名字锕？
确认是否投保人本人,请问您是投保人吗？哦是那请问叫什么名字锕！程序华嗯您要把卡号给你承担一个。
确认是否投保人本人,稍等。好的已经查询到保单了。然后请问您是投保人吗？
确认是否投保人本人,零零八八。嗯请问您是投保人吗？
确认是否投保人本人,一九六四。零三幺零，零三幺零是吗嗯四幺二二？好的稍等一下。您好请问您是投保人本人吗？
确认是否投保人本人,请问您是投保人本人吗？
确认是否投保人本人,嗯好您稍等一下请问您是投保人本人是吗？
确认是否投保人本人,您是投保人本人吗？
确认是否投保人本人,哦您是投保人本人吗！
确认是否投保人本人,好您稍等，请问您是投保人吗？
确认是否投保人本人,您是投保人吗？
确认是否投保人本人,好的已经查询到保单了请问您是投保人吗？
确认是否投保人本人,好请问您是投保人本人吗？
确认是否投保人本人,嗯。请稍等您好为了确保您的信息安全与您核实一下信息请问您是投保人本人吗？对对对请问您的姓名是。
确认是否投保人本人,这个是。合同编号您好您母亲这个电话我跟她核对一下身份。哦那您跟他说了！嗯你说吧为了保障您的信息安全与您核对一下信息请问您是投保人本人吗？嗯请问您叫什么名字？箱金立您提供一下您的身份证号。哦！
确认是否投保人本人,为了维护您的信息安全请协助一下身份验证请问您是投保人本人吗？
确认是否投保人本人,请问您是投保人本人吗先生嗯对提供一下您的姓名？零零一，感谢您配合稍等帮您看一下！名下分住院费用补偿医疗保险二零一四这个会根据被保险年龄费率都会有增长的。
确认是否投保人本人,您是投保人本人吗？
确认是否投保人本人,请问您是投保人本人对吧！
确认是否投保人本人,请问您是投保人本人吗女士嗯？
确认是否投保人本人,您是投保人吗？
确认是否投保人本人,一九七八嗯。零三幺八嗯。零五三二为了保证信息安全请您协助身份验证请问您是投保人本人吗？对嗯请问您叫什么名字？你如果成感谢配合核对成功这边看到您是公司的黄金问题。
确认是否投保人本人,好的。申请的通的是被保险人本人对吧！二四二。您刚刚说他确诊的疾病。
确认是否投保人本人,嗯你好我跟你说一个保单合同号您给我算一下如果现在退保的话。呢能退多少钱？哦您是投保人吗！是是。
确认是否投保人本人,您是投保人本人吗？
确认是否投保人本人,嗯请稍等。您好跟您核实一下请问您是投保人是吗啊对五点钟好的您报的就是您就是您给服务站提供的信息就是幺三九这个电话是吗？
确认是否投保人本人,您是这个保单的投保人是吗？
确认是否投保人本人,那女士我这边看到不是原电话来电为了您的账户信息安全需要协助核实身份您是投保人本人吗？
确认是否投保人本人,您好您是投保人本人吗？
确认是否投保人本人,您不是投保人本人呀！
确认是否投保人本人,啊那请问您是投保人本人吗！我是。
确认是否投保人本人,请问您是投保人本人吗？
确认是否投保人本人,可以请问您是投保人本人吗？
确认是否投保人本人,是投保人本人吗对？嗯您好帮您查到您这是有个常青树重大疾病保险二零一六，喂您好。
确认是否投保人本人,好，好有啥看呢跟您核对一下您是投保人本人吗？
确认是否投保人本人,请问您是投保人吗？哦我这边嗯您叫什么名字王截屏！祝您就是四零零至尊版的是吧！嗯
确认是否投保人本人,对您是投保人本人是吧！
确认是否投保人本人,您稍等。您好女士请问您是投保人本人吗？是的是的。
确认是否投保人本人,您是投保人吗那您提供一下您身份证号码我这边帮您查询到保单信息哦！
确认是否投保人本人,您好女士请问您是投保人本人吗？
确认是否投保人本人,请问您是投保人本人吗？
确认是否投保人本人,稍等。您是投保人本人吗？叫什么名字锕？
确认是否投保人本人,好像是能你一看就能查到先生您和我说一下您的保单号或者身份证号我帮您查询。嗯身份证号码幺五二六三四嗯，九九零嗯。零二二幺恩。四二二四，请问您投保人本人吗？对本人。好的。您好李女士。嗯，您稍等我帮您查询。呃你好李女士查到您保单上留的是一个幺三六手机号。幺三六手机号对不是我给您打的是这个，幺五八的，幺三六手机号还在用吗？
确认是否投保人本人,嗯您稍等。就是投保人的吗？
确认是否投保人本人,那请问一下您是投保人本人吗？
确认是否投保人本人,嗯您好先生请问您是投保人本人对吗？啊对请协助身份验证请问您叫什么名字！
确认是否投保人本人,对嗯您是投保人本人吗？对嗯您这个保单您现在来电手机号是保到预留手机号吗？哦不是！无效保单预留手机号来电投保人来电才能更改的。
确认是否投保人本人,嗯您是投保人吗？嗯。嗯提供您保单号或身份证号我帮您看一下嘛。
确认是否投保人本人,您是投保人本人吗？
确认是否投保人本人,投保人请问是您本人吗？
确认是否投保人本人,您是投保人本人吗说一下身份证号或保单号这边看一下您的保单？
确认是否投保人本人,您好为了确保您的信息安全这边与您核实一下信息请问您是投保人本人吗？
确认是否投保人本人,您是投保人本人吗？
确认是否投保人本人,嗯您好女士为了维护您的信息安全请您协助完成身份验证请问您是投保人本人吗？对请问您叫什么名字？
确认是否投保人本人,嗯。八二零四，七八八一。嗯为了保证信息安全跟您核对一下身份您是投保人本人吗？嗯不是。您不是投保人本人。
确认是否投保人本人,一三九八。一六二五四零八八嗯被保险人也是他本人是吗对？嗯感谢您配合是否成功。那是还没有交还没扣费是吧！是，银行卡是这个工中国工商银行卡吧！
确认是否投保人本人,六零二八。您好为了确保您的信息安全这边跟您核实一下信息请问您是投保人本人吗？
确认是否投保人本人,嗯您投保人本人吗？
确认是否投保人本人,您是投保人本人吗？
确认是否投保人本人,您是投保人本人吗？
确认是否投保人本人,四八九六。六六八八六六八八。啊！嗯好的。请问您是投保人本人吗？是的请问您叫什么名字锕？好行那。好的呃核实到您保单留的是一个幺八零的手机号码。
确认是否投保人本人,好的已经查询到保单了请问您是投保人本人吗？
确认是否投保人本人,嗯。四二二三。四二二三对吧嗯。您好女士请问您是投保人本人吗？对啊请问您叫什么名字？张青，好感谢配合信息核实成功。我这边的话看到您是从个险那边业务员那边购买的对如果您要退的话是要去我们保险公司柜面申请退保。
确认是否投保人本人,好的已经查询到保单了您是投保人吗？对姓名麻烦提供一下。
确认是否投保人本人,投保人的您是投保人本人吗？
确认是否投保人本人,请问您是投保人本人吗？
确认是否投保人本人,那您是投保人本人吗？
确认是否投保人本人,您是投保人本人吗？
确认是否投保人本人,您是投保人本人吗？
确认是否投保人本人,您不是投保人本人是吗？哎对我想到呀！
确认是否投保人本人,好您稍等那请问您是投保人本人吗？
确认是否投保人本人,那这边请问一下您是投保人本人吗？
确认是否投保人本人,请问您是投保人本人吗？
确认是否投保人本人,您是您本人是吧！
确认是否投保人本人,嗯好稍等为保障您信息安全需要跟您核对一下身份信息请问您是投保人本人吗？
确认是否投保人本人,您好女士请问您是投保人本人吗？
确认是否投保人本人,您好请问一下您是投保人。
确认是否投保人本人,为了维护您的信息安全需要坐下身份验证请问您是投保人本人吗？
确认是否投保人本人,被保险人是他本人吗？
确认是否投保人本人,呃请问您是投保人吗？是的嗯请问叫什么名字？
确认是否投保人本人,您是投保人本人是吗？
确认是否投保人本人,好女士您是投保人本人吗？
确认是否投保人本人,请问您是投保人本人吗先生？
确认是否投保人本人,您是投保人本人吗？
确认是否投保人本人,请问您是投保人本人吗？
确认是否投保人本人,您是投保人本人是吧！
确认是否投保人本人,嗯您好请问一下您是投保人本人吗女士？
确认是否投保人本人,为了维护您的信息安全需要坐下身份验证请问您是投保人本人吗？
确认是否投保人本人,六三请问您是投保人本人吗？
确认是否投保人本人,嗯，请问您是投保人吗？
确认是否投保人本人,请问您是投保人本人吗已经购买了还是没有购买呢？
确认是否投保人本人,请问您是投保人本人吗？
确认是否投保人本人,零二二八是吗？为了您的信息安全跟您核对一下身份您是投保人本人吗？
确认是否投保人本人,您是投保人本人吗？
确认是否投保人本人,先生您本人是吗？行。嗯女士这边看到今天上午是有客服帮您记录过的您这边是有业务员回复您了您是否有用有什么问题呢？
确认是否投保人本人,幺查询到跟您核对一下您是投保人本人吗？
确认是否投保人本人,您是投保人本人吗？
确认是否投保人本人,嗯您是投保人对吧！对嗯那这边有查询到保单您是说这个信息问题有什么吗？
确认是否投保人本人,幺三零，二二六零四二六，一九八五幺零幺幺零幺零幺零，三九四幺好的请问您是投保人本人吗？对是请问您的姓名叫什么名字？
确认是否投保人本人,嗯好请问您是投保人本人是吗？
确认是否投保人本人,嗯，没有了，这份保单投保人姓名。像你就是您本人是吗？
确认是否投保人本人,二零幺七。幺四零四幺四零四。九幺四零。九六四零。好的八八，四零八八。嗯。现在跟您核对一下身份请问投保人叫什么名字呢？好的。请问您是这个投保人本人吗？
确认是否投保人本人,请问您是投保人本人吗？保单号提供一下谢谢。
确认是否投保人本人,嗯好请问您是投保人本人是吗？
确认是否投保人本人,二五号码。今年嘛。对呀您是投保人吗？对啊！您稍等一下。呃查看到保单跟您核对一下您的名字跟我说一下。张文殊普。看到您名下是有一份给张梓安购买的公司常青树二零一六附加的住院险但是住院险的话您去年就没有交费了合同显示已经是无效的状态。
确认是否投保人本人,为了保障您的信息安全与您核对一下信息请问您是投保人本人吗？
确认是否投保人本人,为了保障信息安全请协助身份验证请问您是投保人本人吗？
确认是否投保人本人,四零。嗯。就是有有有。嗯。六零八八。好的请问您是投保人吗？哦我自己的那个！嗯请问您叫什么名字呢？王亚前往。对那这边帮您查询了一下看到目前一共交够五年了结果五次保费。哦那你这个指就只需要交五年的都已经交完了！他交完了嘛我知道的交完了。
确认是否投保人本人,好的简单先跟您核实一下女士请问您是投保人本人吗？
确认是否投保人本人,您稍等。请问您是投保人本人吗？
确认是否投保人本人,对您是投保人吗？
确认是否投保人本人,保险合同编号先生请问您是投保人本人吗？
确认是否投保人本人,好的谢谢请问您是投保人本人吗？
确认是否投保人本人,零零二四零零二四。嗯请问您是投保人本人是吗？对。
确认是否投保人本人,请问您是投保人吗？
确认是否投保人本人,嗯您是投保人本人吗？
确认是否投保人本人,请问您是投保人本人吗？
确认是否投保人本人,您是不是投保人请问？
确认是否投保人本人,怎么回事呢请问您是投保人本人吗？
确认是否投保人本人,您好女士请问您是投保人本人吗？是
确认是否投保人本人,请问您是这个投保人本人吗？
确认是否投保人本人,您好先生请问您是投保人本人吗？
确认是否投保人本人,五二五稍等一下。嗯请问您是投保人本人吗？
确认是否投保人本人,二三二久。我以前的那个，呃简单跟您核实一下女士请问一下您就是投保人本人是吧！
确认是否投保人本人,四八八您好。请问您是投保人本人吗对对对请问您叫什么名字？
确认是否投保人本人,对。好的请问您是投保人本人吗？
确认是否投保人本人,请问您是投保人本人吗先生？
确认是否投保人本人,您是投保人本人吗？
确认是否投保人本人,里面有有加到吗？我跟您核一下信息请问您是投保人本人吗？
确认是否投保人本人,嗯，为了保障您的信息安全跟您核对一下信息请问您是投保人本人吗？嗯请问您的姓名是。
确认是否投保人本人,您好为了信息安全首先需要核对身份请问您是投保人本人吗对？
确认是否投保人本人,是投保人本人吗？对您好帮您查到您就是一份。华夏富富有余终身寿险万能险附加了一个华夏福有重大疾病保险。
确认是否投保人本人,为了保障您的信息安全跟您核对一下信息请问您是投保人本人吗？
确认是否投保人本人,请问您是这个投保人本人吗？
确认是否投保人本人,配合，女士请问您是投保人本人是吗？对。请提供一下您的身份证号我帮您看信息。哦！
确认是否投保人本人,为保障客户信息安全需要您做信息核对请问您是投保人本人吗？
确认是否投保人本人,好的先生请问您是投保人本人吗？
确认是否投保人本人,嗯四零八八。好跟您核对一下身份您是投保人本人吗？
确认是否投保人本人,嗯，好请问您是投保人本人吗？
确认是否投保人本人,好的先生请问您是投保人本人吗？
确认是否投保人本人,x。请问您是投保人本人吗先生？
确认是否投保人本人,您好先生您是投保人本人吗？
确认是否投保人本人,您稍等。您是投保人本人吗？
确认是否投保人本人,七四嗯。幺幺零幺嗯。二三幺八。好的。为了维护您信息安全请您协助做身份验证您是投保人本人吗先生？
确认是否投保人本人,为了维护您的信息安全跟您核实一下身份请问您是投保人本人吗？
确认是否投保人本人,请问您是投保人本人。
确认是否投保人本人,好的请问您是投保人本人吗？对请问您叫什么名字？嗯
确认是否投保人本人,六七零三嗯。转到。嗯没必要他。嗯，好的先生请问您是投保人本人吗？
确认是否投保人本人,是通话人本人吗？
确认是否投保人本人,二九六六。您好女士请问您是投保人本人吗？
确认是否投保人本人,零零幺六，嗯请您稍等。请问您是投保人本人吗女士？对您叫什么名字？
确认是否投保人本人,喂您好您是投保人本人对吗？
确认是否投保人本人,x。请问您是投保人本人吗？
确认是否投保人本人,那您是投保人本人吗？
确认是否投保人本人,您好先生请问您是投保人本人吗？
确认是否投保人本人,您是投保人本人吗？
确认是否投保人本人,好谢谢请问一下您是投保人吗？
确认是否投保人本人,可以请问您是投保人吗？
确认是否投保人本人,请问您是投保人本人吗？
确认是否投保人本人,请问您是投保人本人吗女士？
确认是否投保人本人,嗯可以请问您是投保人本人吗？
确认是否投保人本人,您好女士请问您是投保人本人吗？
确认是否投保人本人,就是您本人是吗？
确认是否投保人本人,嗯我说您就是您说您本人对吧！
确认是否投保人本人,有查看到跟您核对一下您是投保人本人吗？
确认是否投保人本人,您就是投保人本人吗？
确认是否投保人本人,是投保人本人吗？
确认是否投保人本人,嗯好请问您是投保人本人吗？
确认是否投保人本人,嗯先生请问您是投保人本人吗？
确认是否投保人本人,喂您好您好女士请问您是投保人本人吗？
确认是否投保人本人,好的请问您是投保本人吗？
确认是否投保人本人,三三八幺。嗯。请问您是投保人本人。
确认是否投保人本人,是投保人本人吗？
确认是否投保人本人,i三五。请问您是投保人吗？
确认是否投保人本人,好稍等。嗯。好请问您是投保人本人对吗？哦对请问叫什么名字！
确认是否投保人本人,您好您是投保人本人吗？对，麻烦请问您保单号和身份证号码帮您查询。
确认是否投保人本人,好吧好的嗯跟您核下信息请问您是投保人本人吗？嗯请问您叫什么名字？
确认是否投保人本人,请问您是投保人本人吗？
确认是否投保人本人,请问您是投保人吗？嗯对呀您说一下保单号或者身份证号我帮您查询一下幺零。
确认是否投保人本人,是吧！呃您是投保人对吧！
确认是否投保人本人,您好为了信息安全首先需要核对身份请问您是投保人本人吗？
确认是否投保人本人,零八九七三请问您是投保人本人是吗？
确认是否投保人本人,为保证客户信息安全需要。做信息核对请问您是投保人本人吗？
确认是否投保人本人,嗯，好的请问您是投保人吗？不是，那您说一下保单号我帮您查询，保单之后，是否是号码保单号码。对保单号保险合同编号您说一下。哎呀！
确认是否投保人本人,可以投保人请问是您本人吗？
确认是否投保人本人,您是投保人本人吗？
确认是否投保人本人,嗯可以请问您是投保人本人吗？
确认是否投保人本人,是投保人。本人吗？
确认是否投保人本人,对，嗯然后的话就是被保人是您本人的这个乘人数二零一六。
确认是否投保人本人,是提供一下保单号或身份证号查一下您的保单。嗯。嗯。嗯。好的核对一下身份是投保人本人吗？叫什么名字？好的感谢配合。缴费稍等我看一下，两份保单是吧都缴费成功了？
确认是否投保人本人,您好女士请问您是投保人本人是吧！
确认是否投保人本人,请问您是投保人本人吗？啊！叫什么名字？
确认是否投保人本人,嗯您是投保人本人吗？
确认是否投保人本人,请问您是投保人本人吗？
确认是否投保人本人,八四好的。请问您是投保人本人吗？
确认是否投保人本人,七九八八，好的您稍等。请问您是投保人本人吗？
确认是否投保人本人,我啊！您好请问您是投保人本人吗？
确认是否投保人本人,您的身份证投保人。是您是吗啊！
确认是否投保人本人,您是投保人吗？
确认是否投保人本人,呃您是投保人本人对吧！
确认是否投保人本人,好您是投保人本人吗？
确认是否投保人本人,为了保障您信息安全跟您核对一下信息请问您是投保人本人吗？
确认是否投保人本人,请问您是投保人本人吗？
确认是否投保人本人,嗯请问您是投保人吗？呃。
确认是否投保人本人,嗯好您是投保人本人是吧！
确认是否投保人本人,嗯您是投保人本人吗？
确认是否投保人本人,就是您本人对吗？
确认是否投保人本人,好您稍等。那请问您是投保人本人吗？
确认是否投保人本人,啊请问您是投保人本人吗！
确认是否投保人本人,您是投保人本人吗？
确认是否投保人本人,请问您是投保人本人吗？对请问您叫什么名字？
确认是否投保人本人,好的请问您是投保本人吗？
确认是否投保人本人,谢谢为了维护您的信息安全请您协助完成身份验证先生请问您是投保人本人对吗？
确认是否投保人本人,好的为了维护您信息安全请您协助完成身份验证您是投保人本人吗女士？对。请问一下您叫什么名字呢？
确认是否投保人本人,嗯请问您是投保人吗？
确认是否投保人本人,嗯好的请问您是投保本人吗？
确认是否投保人本人,请问您是投保人本人吗？
确认是否投保人本人,幺查看的话跟您核对一下您是投保人本人吗？是您的名字跟我说一下。
确认是否投保人本人,您是投保人本人吗？
确认是否投保人本人,九为了保障您的信息安全跟您核对一下信息请问您是投保人本人吗？对零七联系女士，呃那您的话你们你们太清您说话。
确认是否投保人本人,嗯请问您是投保人本人吗？
确认是否投保人本人,零零二五。好的请问您叫什么名字呢？嗯还。需要修改您本人的身份证有效期对吧！
确认是否投保人本人,嗯，请问您是投保人本人吗？
确认是否投保人本人,就是投保人本人是吗？
确认是否投保人本人,您是投保人本人吗？
确认是否投保人本人,您好请问您是投保人本人吗？
确认是否投保人本人,因为您是投保人吗？啊！
确认是否投保人本人,好的跟您核下信息请问您是投保人本人吗？
确认是否投保人本人,好请问您是投保人本人吗？
确认是否投保人本人,五四九四。请问您是投保人本人吗？
确认是否投保人本人,好的请问您是投保人本人吗？
确认是否投保人本人,请问您是投保人本人吗？
确认是否投保人本人,嗯您是投保人本人吗？
确认是否投保人本人,好您是投保人是吗？
确认是否投保人本人,为了保证您的信息安全跟您核对一下信息请问您是投保人本人吗？
确认是否投保人本人,一下您是投保人本人吗？
确认是否投保人本人,请问您是投保人吗？
