tag,asr_text
询问了解产品的渠道,不认识业务员我现在就是玻璃是通过哪里了解到这个产品我是听别人给我？
询问了解产品的渠道,请问您是通过什么方式购买的呢？
询问了解产品的渠道,支付宝里面不是有一个你那。
询问了解产品的渠道,查的到我那个银行由五百块的娱乐保价在那里然后我就写了一个详情那里是有你们华夏。华夏人寿淘宝请按键的那个。
询问了解产品的渠道,您好女士您当时是在这个支付宝里面买的这个产品嘛。
询问是否已有业务员讲解,之前我们这边给您介绍过吗？
询问是否已有业务员讲解,对它确实有年金返还类型的险种是有业务员给您介绍过吗？
询问是否已有业务员讲解,嗯好那就是现在就并不是您自己投保还是家里人投的保是吧！对嗯好那就说您现在是有没有业务员给您介绍过对吗？如果购买重疾险的话只给孩子孩子的话现在我们如果保障比较全面一些的像常青树系列的。保障内容都会比较全面一些孩子的话目前有推出这种专门为孩子购买的。像福利常青树少儿版针对于孩子的。
询问是否已有业务员讲解,咨询一下。可以。之前有业务员。
询问是否已有业务员讲解,嗯之前是没有工作人员给您介绍过是吗？
询问是否已有业务员讲解,之前有业务员跟您联系过吗？没有那您现在是想买什么产品我帮您反馈安排业务员跟您联系也可以？
询问是否已有业务员讲解,给您是有工作人员给您介绍是吗？
询问是否已有业务员讲解,投保的吗是吗是有业务员给您介绍过吗先生如果没有的话我这边可以帮您登记反馈如果有的话您就直接联系他就可以？
询问是否已有业务员讲解,等一下没有工作人员给您介绍过是吗？
询问是否已有业务员讲解,那您现在是想让业务员给联系是吗额我想让业务员给您退我可以帮您反馈安排业务员跟您联系可以之前有业务员跟您联系过吗？
询问是否已有业务员讲解,之前是有工作跟您联系过给您推荐这个保险的吗？没有啊！那您是通过什么渠道了解到这个产品的呢？
询问是否已有业务员讲解,嗯您之前有业务员给您介绍过吗？
询问是否已有业务员讲解,本月嘛。我们这边只能是看到当地的贵呃公司地址像您说的这种产品我们这边就查不到了。之前是有人给您介绍过公司的保险吗？
询问是否已有业务员讲解,嗯您是之前有业务员给您介绍过吗？
询问是否已有业务员讲解,之前没有业务员跟您介绍过吗？
询问是否已有业务员讲解,我们的业务员跟您联系过呢嗯？根本就不懂一样。我觉得都是代办的。
询问是否已有业务员讲解,嗯您是之前有业务员给您介绍过吗？
询问是否已有业务员讲解,嗯好也没有说工作人员给您介绍过这种类似于重大疾病是吗您问到的都是告诉给您不能买的？
询问是否已有业务员讲解,我帮您查询一下稍等。哦！先生你好是这样的请问公司这边有没有呃业务人员或者是您的这个相关的工作人员。
产品介绍,重级保险。就是我们这边有很多呃您是像我们这边有华夏福系列常青树系列。嗯。您有没有之前了解过呢？
产品介绍,嗯有华夏不多对吧还有华夏福两全保险附加华夏福重大疾病保险。
产品介绍,就目前公司在售的这个重疾险常青树还有华夏福西路。都是保重疾的。
产品介绍,能办的话他这个，嗯看到这两重大疾病它都不分年龄的。我们是单独申请的。
产品介绍,身故的话它分这一个如果是十八周岁未满十八周岁的话就直接返保费按已交保费给生顾保险金合同结束。十八岁之后的话。
产品介绍,对十八岁之前身故是给保费的，直接把保费返还的合同结束。
产品介绍,对重疾它就是赔的。只有。
产品介绍,身故全残疾病中末期的十八岁以前的话都是按保费的。
产品介绍,对一五版的和钱能办的他身故。嗯。身故的话他都是十八周岁都给保费的。
产品介绍,等于说对于未成年的话他这个风险保额他是有限制的话一般的话是在。所以身故保额累计的话是二十万以下所以对于他这个身故赔付的话就直接赔保额的直接给保费的。
产品介绍,谢谢啊不客气。女士嗯这款险呢是一款疾病种类覆盖挂尔？然后心中诊即付比例高重疾保障额度高重疾分组合的也可多次赔付的重大疾病保险，您是哪里不清楚呢？
产品介绍,嗯未成年的话呃北上广深一般是八十万一般的话是呃七是七十万。正常的话然后嗯对然后具体呢是有分公司那边？为准
产品介绍,哦我们公司是有现在有个这样的活动但我不知道跟您说的是不是一样的有个这样的活动就是说！呃孩子满售后服务全家可以享受医保通有个这样的活动它是说投保人作为被保人的父母给被保人投保这个福利嘛年金保险是吧！这个保单呢单张保单总应交保费大于等于十万元保单是有效的状态那全家人包括投保人本人？他有和所有子女就可以贷款意保通。
产品介绍,介绍一下好吗？嗯这个的。话就是说。投保人作为被保人的父母嗯给被保人投保这个福利嘛年金保险少儿版，嗯总应交保费大于等于十万元。
产品介绍,是一次性支付年交保费乘以交费年期大于等于十万元就行然后保单是有效的状态。那就可以给全家人投保意保通呃这全家人就包括投保人本人配偶。
产品介绍,嗯。甲河也是夫妻嗯有。呃并核定两个孩子那如果是咱给屏投保这个附近的时候把满足要求的话那加可以，加给自己还有在北京也可以投保医保通但是假的父母不可以。
产品介绍,呃那我帮您看一下他的费率嗯。因为这医保通他是交一年保一年的他随着年龄增加他的费率是不一样的我们看了一下您到四岁首次投保的保费是六百二十一元。
产品介绍,就是六百一十三对是续保的话就是六百壹拾叁。
产品介绍,呃这个福利没年金保险稍候把它是有但是有年金返还的它的年金返还是。在第五个保单周年日。他会按照。当时已交保费的百分之二十来给付一次特别关爱金再第六个保单周年日开始每年会按照保额的百分之二十来给付年金每年返还一次到被保人终身。在被保人年满六十周岁后首个保单周年日零时生存的话会按照已交保费来给付一次祝寿金。
产品介绍,比如说我交十万块钱看您的保额是多少特别关爱金是按照您？第五个保单周年日已交的保费的百分之二十来给付这个如果是一年交一万交五年的话特别关爱金的话他是。呃给。一万元就是第五个保单周年日年金的话是按照保额的百分之二十来返的。
产品介绍,就每年返百分之二十。
产品介绍,不是保费嗯这个保单投保之后会根据被保险年龄根据他的费率是想他的保额的。
产品介绍,对吧！嗯这这个活动的话它不针对投保人的父母您可以去核实一下是不是这个活动我这边只是根据您的介绍给您大概判断一下是不是这个活动？
产品介绍,三十到四十投保的这个。
产品介绍,这这个是少儿版对服务里面年金保险是二百他是被保人出生前出院满五千到二十五周岁的。
产品介绍,不只是被保年龄。
产品介绍,是可以到什么年龄投保没有明确限制只要是公司能够审核通过就没问题嗯？嗯这个刚不假如说我们投保人给被保人。就是投保人对被保人的父母给被保人投保这个福利没啥老板那被保年龄要求就是到二十五周岁？
产品介绍,嗯。我跟您介绍一下公司的产品。公司现在呢有这个？福临门产品他是年金返还型的。比如说。对
产品介绍,嗯行那么目前您二十二周岁的话也可以选择法定的这个少儿版。
产品介绍,可以选择五年缴。
产品介绍,所以说这个是十年交。
产品介绍,可以。可以选择这样交费他这个，险种呢是被保险人年满六十周岁后首个保单周年日按照已交保费作为祝寿金返还？然后。被保险人您满五个保单周年之后。那么将按照已交保费的百分之二十几付一次特别关爱金？被保险年满第六个保单年度起。任一保单周年日零时都申请。
产品介绍,那就是第五个保单之后您按照您每年交一万交十年的话能返还的。特别关爱金是一万元然后从第六个保单周年日开始每年返还保额百分之二十这个保额是多少钱确实很抱歉先生我这边算不了我们会帮您预约工作人员给您试算的？
产品介绍,这个第一年交完没有返还。
产品介绍,他从去年九月份九月底开始销售的产品就没有当年返还的。
产品介绍,我刚刚跟您介绍的时候您打断我了。这个产品是第五个保单周年日返还保费的百分之二是已交保费百分之二十作为特别关爱金然后从第六个保单。
产品介绍,对第五个保单周年日开始。
产品介绍,对第五个保单周年日返还。嗯。
产品介绍,对如果您今年投保生效的话。
产品介绍,嗯然后返还已交保费的百分之二是作为特别关爱金。从第六个。
产品介绍,每年交一万交十年的话是一万元。
产品介绍,一万元。
产品介绍,这个只返还一次。
产品介绍,第六个保单周年日开始算一保单周年日零时生成那么就按照基本保险金额的百分之二十给付年金。
产品介绍,这个保险是保障终身的被保险人年满六十周岁，会返还一个祝寿金就是您满六十周岁后的首个保单。
产品介绍,第五个保单周年日第六个保单祝您第七个保单的每年有年金返还的然后六十周岁后首个保单周年日返还已交保费作为祝寿金保单仍然有效被保险从我还继续返还年金。
产品介绍,年金是吧！保额的百分之二十。然后祝寿金是您已交保费。
产品介绍,您好先生您又然后慧刚刚的问题了。我刚刚跟您说过您那个已交保费的百分之二是我刚帮您算过是一万元。但是保额我们算不了需要请业务员给您算。
产品介绍,华夏服务它这个保的是八十一种重疾四十二种轻症。
产品介绍,八十八周岁是住宿金的给付事发已交保费合同继续有效。
产品介绍,嗯然后的话有个轻症豁免，被保险人患了轻症可以豁免以后的保费。
产品介绍,他这个险种十八周岁之前话呢重疾的话是按照保额的两倍来进行赔的？
产品介绍,这是华夏服务，都背板的话就是多了一个重症疾病。请问您，对重症的话是可以赔付两次每次赔付的是保额的百分之五十。然后是，然后是保重大疾病分为五组。没组疾病可以赔付一次累积是可以赔付五次。
产品介绍,华夏福这边就是把他记住积分五十五了吗可以赔付一次？但它赔付的话都是按照保额来进行赔的。那华夏普通版的话他是六十岁之后保额会多一点pass的会多一点点。他八十八十九块呃祝寿金。嗯。
产品介绍,胰腺那可以买这个常青树少儿保，少儿版的话它是针对这个少儿版的它有特定重疾二十五种是可以做到双倍赔付的。
产品介绍,对合同里面他一共是足裂了是一百种重大疾病和五十种轻症。其他有特定的这个疾病保险金是有二十五种就是在这一百五一百种重疾里面好的零六出来二十五种。是可以做到一个两倍的一个赔付是专门针对小孩的是这个单，啊！然后这个话如果您需要投保的话可以帮您联系这边当地的业务员他可以跟您联系。然后协助您办理这个投保的手续。
产品介绍,那产品肯定是好的女士这个的话一次性交清五年到期。
产品介绍,这个是常青树全能版有在售。他保障的是五十种轻症一百种重疾。
产品介绍,三十万保二十年交女性的话需要每年缴费期间一百四十九元。就是交二十年。
产品介绍,二零零七的嘛。没有领取就是全能版。如果是您想给自己投的话。那这个。全呢嗯就是全能版的话您不能投了但是我们有一款是长期是二零一五它这个六十周岁前可以投保您可能也考虑一下看看要不要给自己？
产品介绍,年交的多少年？那个交费期追偿也是可以选二十年但像您这个年龄段的话二十年是没办法选的。那我们去交的怎么会？十五年可以是您是五十一周岁了，我是六零年十二月份嘛噢是五十七周岁，五十八周岁我十八九岁了五十八的话呢就这都可以选择十年交？交十年交十年每年交多少钱嗯交强险保额呢？就是三十年了要是，如果是三十万保额的话那就每年需要交费。两万一千二百二十八。一年交两万多对。哦就你看我！这也保终身。对。交十年。就没有，这个需要体检啥的吗？这个体检的话需要根据被保险人的情况来定。这个年龄投保的话是投保的三十万肯定是需要体检的。要是投保二十五年。嗯。
产品介绍,九十多准重大疾病。重疾您看的是哪个华夏福吗？嗯常青树吧你们是不是也不是说处？常青树那最近的话他是常青树全能保他是一百种重大疾病和五十种轻症，嗯三次手术这方面是。
产品介绍,因为就是不是第一次我不太了解？对那主险的话如果常青树呢就是目前我们现在比较热销的就这个保的比较全的一百种重大疾病和五十种轻症他是保障终身的然后是到被保险人八十周岁的时候他会把已交的保费全部返还？然后保单继续有效它一直保到被保险人终身的。提示给我接下。然后搭配的话那您就卡如果要搭配这个住院医疗您可以打个住院医疗。嗯。嗯或者我们这边可以帮您联系就是比较专业的业务员他可以跟您详细推荐一下做个计划书给您做一个，这个详细的讲解。
产品介绍,大概一次左右小孩有没有什么保险一些的孩子孩子这边他也有这个常青树系列它有专门针对孩子的一个常青树少儿吧！他保的是轻症是五十种然后重大疾病是一百种。然后有一个特定的二十五种重大疾病的。特定的这个疾病的嗯像这个套餐的话是多少钱你？少儿版是吗稍等我看一下？嗯孩子是嗯年龄是多少周岁？嗯。
产品介绍,小孩买不了那么高。哦那这这里面有多少！最高的话一般如果是他一累计身故保额的话不能超过二十万然后重疾的话最多是一般的话就是不能超过五十万吧大概就看一下。
产品介绍,守护神就意外险它分三个版本有一百的一百八的还有二百三十五的。保障的话如果是一百的话那他这个意外呃意外伤害保额就是十万意外医疗是一年不超过一万住院津贴一天一百。
产品介绍,宝宝的话就看您想要哪个行的我想要有收益的那肯定是这种年金返还类型的如果想给孩子一个孩子是比较小嘛才五岁然后我想给他从小购买一个重大疾病的？费率这个年龄越小费率越少嘛。越早购买重疾险有有事那您可以选择购买重疾险。
产品介绍,嗯好那就是现在就并不是您自己投保还是家里人投的保是吧！对嗯好那就说您现在是有没有业务员给您介绍过对吗？如果购买重疾险的话只给孩子孩子的话现在我们如果保障比较全面一些的像常青树系列的。保障内容都会比较全面一些孩子的话目前有推出这种专门为孩子购买的。像福利常青树少儿版针对于孩子的。
产品介绍,呃确定没有业务员给您介绍过那我就直接给您讲解了女士，嗯呃常青树少儿的话这款险种零岁出院且出生二十八天一直到十七周岁可以选择投保。保障期间是保到被保险人至终身。保单分为三年五年十年交承保期间的话保障的是五十种。轻症，一百种重症二十五种特定疾病包括身故全残疾病中末期它的涵盖率是非常高的。而且有轻症豁免保费的功能。这就是一个重疾险保障重大疾病的或者身故全残这种。
产品介绍,嗯，您说。跟那个参加还是有不一样的像公司在在售卖的话就是轻症赔付以三次为限按照保额的百分之三十赔付。重症的话。嗯
产品介绍,他们就是如果是条件是常青树全能保的话保的是一百种重疾和十种轻症有身故和全残疾病中末期，吴丹责任保障终生的。同时轻症赔付三次为限按照保额的百分之二十五赔付，同时有一个被保险人轻症豁免保费有空呢？还要在被保险年满八十周岁之后按照已交的保费返回一笔祝寿金把票据有效保障终生的健康保证产品。您好。
产品介绍,他我现在就是不单独卖但是如果您要搭配的主险当中能够搭配的主险现在还没有对于主险有保费要求至少现在没有但是当地分公司根据他的实际上处理由可能去调整那就要问一下分公司这边。
产品介绍,对就是一个身故全残的保险保障其他的。
产品介绍,一百种重疾五十种轻症针对特定重疾的话他是有二十五种是特定的这个疾病，然后还有保身故和全残疾病中末期如果客户有这个轻症发生会豁免保费就不用交保费了就所有的保险责任。
产品介绍,嗯保的是一百种重疾我十种轻症。有身故和全残这边周末清吴丹责任保障终生的。然后轻症的话是赔付三次了一下按照保额的百分之二十五千赔付，同时有一个被保险人轻症豁免的功能。他是在被保险年满八十周岁的时候按照已交保费返还一笔祝寿金保障继续有效保证终身的。
产品介绍,对目前卖的话比较好的好多重疾险啊就比如说。像新上市的这个华夏那常青树多背板上的右下。都保的是比较全面的还有好常青树的全能版以来种重疾和十种轻症疾病中末期身故全残这些也是比较全面如果您要想投的话我这边帮您预约晚上咱们公司安排这个业务员联系您可以吗？
产品介绍,保障重症轻症和重症死亡全残和身故呃那个别的没什么了？重疾最多可以赔五次。
产品介绍,对这个这个其实就是您买多少保额他就会有对应的一个保费因为根据被保险人年龄不同您选择的保额不同交费年期不同他的保费肯定也是不同的保额越高保费越高保额月的？
产品介绍,赔嘛。如果是说被保人没有后面的话在年满八十周岁后首个保单周年日零时生存它会有个祝寿金返还按照已交保费来给付祝寿金给付之后保单仍然是继续有效的保障到被保人终身的。
产品介绍,他要赔的是吧对只要是保单生效之后？被保人身故是满十八周岁因意外伤害或是等待期之后因意外伤害意外的原因导致被保人身故了就是赔保额已交保费和现金价值三个渠道来赔付合同终止。
产品介绍,什么区丫？这个主险叫常青树重大疾病呃常青树两全保险全能版主险保障身故全残祝寿金返还附加险叫附加常青树重大疾病保险全能版保障我十种轻症一百种重疾疾病中末期轻症疾病豁免保费就是查就是才能把它全部责任。
产品介绍,具体的，对，他是险种是保到被保险人身故的如果说之前没有话能够重大疾病的话就是按照八十周岁不是会给您把这祝寿金嘛。那合同继续有效那如果是被保险人在身故了我们也会按照保额已交保费现金价值这三个哪个大在赔付一次的？话哦！
产品介绍,呃目前我们公司确实有华夏福一共售两款一个是华夏是两全保险附加华夏福重大疾病保险还有一个华夏福做对保您的重大疾病保险。嗯如果是您想要投保的话我们这边可以帮您登记反馈让公司跟您联系请问您贵姓怎么称呼您呢？
产品介绍,他不管是疾病还是住院他是报住院费用的。住院费用。啊您说重疾什么重疾的话您买个重疾险就可以了他必须要搭配一个足险了一起销售的医保通他不能单独买！
产品介绍,具体问题宝通的话它就是有社保或者是公费医疗报销的那咱们社保先报报完以后他减去一万的免赔额。然后剩余的部分我们是百分之百进行赔付的。嗯嗯嗯然后如果没有社保或者工费医疗的那么是减去两万的免赔额。剩余部分我们是百分之六十进行赔付。
产品介绍,一般是可以什么产品呢就是如果您要买重疾的话您可以买一个常青树的这个保险常青树他是保重疾的？有重疾的话它是提前给付的就符合合同所定义的重大疾病那么他保额来赔付然后后期的话就医疗费用用这个医保通来报超过免赔额的就可以申请理赔。
产品介绍,呃他是一百种重疾分abcde五座。嗯这个重大疾病保险金累计给付一五次为限然后给付达到五次之后合同就终止了。
产品介绍,不同的重疾是不是嗯对？他如果是说被保人首次患了重大疾病符合理赔条件他是按照保额已交保费现金价值三项九大正在给付首首次重大疾病保险金给付之后。该重大疾病所属阻别的这个保险责任以及轻症重症身故全残疾病中末期的保险金呃。保险责任均终止。呃自这个首次重大疾病确诊日期现金价之就降低为零我们是继续承担其他组别重大疾病保险金的。
产品介绍,嗯我这个好复杂呀！嗯就是简单一点来讲不是分abcde五组吗？嗯那假如说。对吧换了一族里边的重大疾病那赔完之后。那这个。轻症重症身故全残疾病中末期的保险责任。就都终止了。然后现金价值降低为零我们继续承担的是bcde，其他四组里边重大疾病保险金的保险责任。
产品介绍,他是八十二种重疾四十二种轻症同事涵盖了身故全残疾病中和次期还有一个就是这个身故。这份保险的同时还涵盖了一个轻症疾病豁免保费。
产品介绍,他是这样他分种轻症中中合众种它分三个级别。轻症还是患了三十五种轻症然后重症的话它是涵盖了二十种重症然后重症重大疾病的他是涵盖了。看一下，是，涵盖了一百种重疾。
产品介绍,它重大疾病是分组别的然后是最多是赔付五次每组级别赔付每个组别赔付了以后该组别的这个重症的这个就就说，赔付就终止了然后就还剩下剩下主要赔付。然后轻症的话是最多是。
产品介绍,像目前在卖的返还年金的话有福临门新的产品有一项福利吗如意宝呀吉祥把自己的上面都是比较不错的？像工商上面的齐相伴呢哈呃他会在保单从第五个保单周年日会按照您保额返还一次年金一直都有返还返还至被保险人终生同时在被保险人年满八十周岁的时候会返还一笔祝寿金保单仍然有效？
产品介绍,是主要保疾病的一款产品保轻症中中中中中中可以多次赔付最多赔付六次的一款产品还有身故保险金权产保险金和疾病中末期保险金和轻症重症重大疾病豁免保险费的责任。这个没有返还的。
产品介绍,他这一款的话是那个，轻症即便有三十五种可以给付三千。重症的话有二十种可以起付两次。重大疾病。
产品介绍,华夏福华在国内是那个他那个是华夏福两全价格重大疾病保险它那个的话重疾。
产品介绍,性价比比较高一些的是吧我们这边给您看了一下目前就是有一款常青树多背板重大疾病保险这款的话是属于？包含有轻症中这种重大疾病的而且重大疾病的话他是属于犹村六组进行赔付的这种带有身故保险兼全残保险金和疾病中末期。嗯
产品介绍,您稍等我看一下。嗯目前我查了一下是有一个常青树重大疾病二零一五版的保险。这款保险的话是属于，我给您看一下。嗯重大疾病二零一五是包含有，十五种轻症然后重大疾病呢是属于六十一种重大疾病的？对，另外呢还有一份是？常青树重大疾病二零一六版的就是三十三种轻症七十七种重疾有保身故全残疾病中末期轻症豁免保费。
产品介绍,好的我清楚了我现在帮您看了一下我刚才说的这种，方式三种，轻症七十七种重疾的他是我们常青树重大疾病保险二零一六版的然后呢他这个是？一款保障全都涵盖有身故全残包含有七十种重疾三十三种轻症的责任引起的终身健康保障产品。
产品介绍,就常青树全能版，嗯，保障是一百种重疾五十种轻症。
产品介绍,那这个都包括人。比如说这个疾病身故保险金意外身故保险金然后就是，意外身故意外残疾。或者是这个保证了有这个驾车意外全残或者驾车意外身故。或者说指定交通工具或者说航空意外。
产品介绍,一个两千或者是。多少？话费这个住院费用补偿二零一二零一四年因意外伤害导致的去医院住院呢？他也能保但是呢如果是门诊他就保不了了意外门诊报不了这些住院只有产生了住院的费用不管是因意外伤害资深的这个疾病去医院住院的？好多客户是可以的保险责任范围内是可以报销的如果说像这个被狗咬了对吧！去门诊打个狂犬疫苗这他这个就报不了，只有那个手指弄吧！如果守护神一年一百。然后这个跟您说的这个常青树二零一五。这个保险金额十万它是八百八百二十七就是九百二十七再加上这个住院费用补偿医疗二零四他现在被保险年龄是四十四岁是吧！嗯。那您看一下。如果是五千的话保险金额是七百三。一万的话保一万的保险金额是八百五一万五的话是八百九两万的话是九百二。九百二十七最多如果是加两万的话也是九百二然后是一千一千吧！一千八百四十七。如果这个住院费用补偿医疗二零一四的这个保险金额如果是比如说是一万的话那个。您比如说常青树二零一五他的保险金额是八百二十七吧住院费那个住院费用补偿医疗二零一四它的这个保险金额呢是一万他每年就要八百五但是这个它随着年龄增长费率也会登的？然后这个守护神一年一百。一千七百七十七。嗯。嗯但是这个呢首先是的联系业务员搭配成功了购买成功了才可以如果购买不通过当地机构有搭配的这个特殊要求的话那就得话险种了？那就是五十一年一百是可以肯定没有问题的因为它这是一款的这个公司呢是我们售卖的一款意外险？嗯，行行我知道啦。
产品介绍,呃用呃华夏福多对比的话他那个重大疾病是。只能赔付五次然后呃常青树多对保呢是可以赔付六次？
产品介绍,那目前的话公司在店通过电销取到再有销售常青树二零一五他是保了六十种重疾九种轻症身故全残疾病中末期这些保险责任，它不是。
产品介绍,是的。现在这这几种都是适合这个孩子年龄阶段都是可以进行投保的？这边跟您简单讲解一下都被反的话就是重大疾病赔付最多赔付六次。然后少儿版的话就是特定的孩子容易患的寄送二十五种疾病如果发生了最多是按照这个。两倍的基本保险金额来进行这个理赔。全能版的话就是巴是被保险人到八十周岁的时候有一个祝寿金的返还。二零一五这个版本就是适合比较年龄比较大的一些客户这个投保的年龄限制是比较高的。
产品介绍,守护神就意外险它分三个版本有一百的一百八的还有二百三十五的。保障的话如果是一百的话那他这个意外呃意外伤害保额就是十万意外医疗是一年不超过一万住院津贴一天一百。
产品介绍,嗯目前有一个常青树多被保险是刚刚出来的还是非常不错的一共是可以保障一百种中。一百种重疾五二十种重症和三十五种轻症重大疾病分别是可以保证abcdef六组。没组最多可以各赔一次。然后发生什么重大疾病其他的责任保险责任都终止的然后重大疾病还保障的这么一个保险还是非常不错的？
产品介绍,一百种重疾五十种轻症针对特定重疾的话他是有二十五种是特定的这个疾病，然后还有保身故和全残疾病中末期如果客户有这个轻症发生会豁免保费就不用交保费了就所有的保险责任。
产品介绍,常青树多最晚的话它是给客户提供有一百种重疾三十五种轻症跟二十种重症。然后重疾的话可以多次赔付最多可以赔付六次。但是他这个没有金额返还。
产品介绍,不包含中专的是华夏福两全保险有助寿金的返还在八十八周岁被保险八十八周岁后首个保单周年日返还。他保的是四十二种轻症八十二十种重疾重疾然后这边到了被保险人八十八周岁的时候会返还祝寿金。
产品介绍,那像华夏福两全保险附加华夏福重大疾病保险保八十二种重疾四十二种轻疾的这一款的话。他是有祝寿金返还的到被保险人八十八周岁返还这个祝寿金项重疾的话他就是只赔付一次的赔完之后合同就终止。
产品介绍,就是他是有轻症的把这保险责任中证还有重大疾病是三到五个左可以赔五次然后还有身故和全残的保障就疾病中末期的保障，这个轻症疾病或者重症指点还有重大疾病保险豁免保险费的责任。
产品介绍,主要的就是主要的区别其实也就是在于这个常青树这个华夏福多背板的话他的重疾可以赔五次。然后但是他没有已交保费返还华夏福两全的话他到了被保险人八十八周岁他是由已交保费返还的。嘛
产品介绍,嗯这款产品的话祝寿金是在被保险人年满八十八周岁返还不是八十。然后呢提醒您嗯提醒您一下他这款产品的话比如说是被保险人八十八周岁后的首个保单周年日仍生存保单正常有效的话？那我们是在该保单周年日按照所交保险费来给付祝寿金给付完祝寿金以后其他保险责任不变还是可以正常赔付的话。
产品介绍,是每一年吗还是是吗？您稍等。嗯这个就是客户在投保的时候他可以自己选择这个缴费年期可以选择年缴五年交十年交十五年交或者二十五年交保障期限的话也可以自己选择选择十五年交二十年交三十年。
产品介绍,医疗附加险。重疾险目前有一块在售的是常青树多背板重大疾病保险是非常不错的一共是保障一百种重疾。三十五种轻症和二十种重症重大疾病是分为abcdef六组没组最多可以各赔一次。患过重大疾病之后其他的保险责任就都没有了可以保障的是其他五组的这种重大疾病还是非常不错的这一款。
产品介绍,嗯那个就是华夏福两全保险附带华夏福重大疾病保险。它上边是不是写的是四十二种轻疾八十二种重疾啊！
产品介绍,嗯那就是这个产品他的投保年龄是零周岁出生前出院满二十八天到五十五周岁包含五十五周岁。
产品介绍,这个四零零年金保险智慧版它是有挂您返还有年金还有身故的保障全残的保障投保人意外身故豁免保费或者是投保人意外全残。
